1	0	2682134074	0	0	0.246508371256144
1	0	318613804	1	0	0.360224926072805
1	0	278546113	2	0	0.414199811368913
1	0	99211296	3	0	0.57380518785581
1	0	1675682028	4	0	0.423432938285317
1	0	5872538040	5	0	0.519656794940036
1	0	3337175001	6	0	0.302540232200299
1	0	7011360169	7	0	0.23058026665407
1	0	2058915725	8	0	0.40112350780316
1	0	223803687	9	0	0.30326358181855
1	0	5187098973	10	0	0.270155258400684
1	0	2517322077	11	0	0.204345992337576
1	0	5777309412	12	0	0.171954405111165
1	0	5269719795	13	0	0.0828828048857003
1	0	5871984511	14	0	0.418515508191304
1	0	5187688576	15	0	0.223613666390874
1	0	2873157332	16	0	0.311532288501605
1	0	1674808621	17	0	0.191642105292447
1	0	2872337795	18	0	0.391847965017333
1	0	3102381947	19	0	0.351463528795348
1	0	3106390483	20	0	0.264549536116915
1	0	3893921987	21	0	0.134973222920842
1	0	4818781521	22	0	0.173714544563321
1	0	7799190456	23	0	0.148465240384817
1	0	282314017	24	0	0.540421296991603
1	0	513594929	25	0	0.288873310973662
1	0	282288074	26	0	0.588921424566614
1	0	40221751	27	0	0.199534918767886
1	0	5172184052	28	0	0.139518911001536
1	0	3718482162	29	0	0.220745358571199
1	0	223803556	30	0	0.206451593176103
1	0	1831719961	31	0	0.190029998620993
1	0	1832542742	32	0	0.201290433216823
1	0	1832536520	33	0	0.210650662615843
1	0	3070534991	34	0	0.353941700912949
1	0	4039454903	35	0	0.51264450741464
1	0	40221670	36	0	0.147248659612938
1	0	4252617618	37	0	0.268353809723199
1	0	2059701494	38	0	0.350609381505148
1	0	2198567778	39	0	0.618573402155693
1	0	4040194494	40	0	0.517393540505353
1	0	223803289	41	0	0.175481580210919
1	0	96838970	42	0	0.166852570252374
1	0	96842062	43	0	0.257623006981634
1	0	3100192297	44	0	0.353757292890292
1	0	3717672447	45	0	0.211372351844597
1	0	3101030298	46	0	0.33857909603342
1	0	3839702658	47	0	0.167912991448524
1	0	99211505	48	0	0.203170583702704
1	0	40221775	49	0	0.156977543297327
2	0	9533699830	0	0	0.411598905426495
2	0	2629831173	1	0	0.577753122005939
2	0	27483771	2	0	0.341052060731528
2	0	5566463504	3	0	0.545163286635265
2	0	318465876	4	0	0.507871584483409
2	0	3795731986	5	0	0.552072434689245
2	0	3769232449	6	0	0.40754042043625
2	0	8331889628	7	0	0.18839428698832
2	0	8642245897	8	0	0.345425784389082
2	0	8330799519	9	0	0.199199459327188
2	0	8228431672	10	0	0.378035552332227
2	0	4733384559	11	0	0.452771386865936
2	0	11467896214	12	0	0.419514938157973
2	0	461817428	13	0	0.416685886771339
2	0	3043871600	14	0	0.447101303116505
2	0	7855909930	15	0	0.397414042505962
2	0	5455578324	16	0	0.337556583059576
2	0	7042311519	17	0	0.513506834006242
2	0	5993419426	18	0	0.391460950921296
2	0	3775281856	19	0	0.267480867505654
2	0	3173783162	20	0	0.433613198949141
2	0	2465223599	21	0	0.353443850687723
2	0	2509627375	22	0	0.504259967575713
2	0	5976289312	23	0	0.382233919394919
2	0	3770185618	24	0	0.429607329107685
2	0	2744360888	25	0	0.337720257889611
2	0	6896145452	26	0	0.384463445844579
2	0	4734019980	27	0	0.461395495629917
2	0	8617964931	28	0	0.386784645081412
2	0	7305211204	29	0	0.240075921885505
2	0	5455586790	30	0	0.269268932567093
2	0	2188644187	31	0	0.373061931861089
2	0	5975724871	32	0	0.344052699180854
2	0	167196217	33	0	0.531176754245327
2	0	3940916652	34	0	0.397712656409055
2	0	5454973641	35	0	0.222864724253133
2	0	3740006657	36	0	0.424506675293714
2	0	4733413255	37	0	0.292929237637928
2	0	735596824	38	0	0.32953513837737
2	0	3739365059	39	0	0.311331464139526
2	0	3770029302	40	0	0.446507147380648
2	0	8425694581	41	0	0.270075225179609
2	0	7999088401	42	0	0.390336895027155
