31	0	5237339267	0	0	0.289753439086857
31	0	8557530152	1	0	0.371429909602393
31	0	75140389	2	0	0.453584134819385
31	0	3309627479	3	0	0.399365195084224
31	0	4719380416	4	0	0.505181781434159
31	0	7527253818	5	0	0.15511990120697
31	0	383998680	6	0	0.368408692140858
31	0	459201777	7	0	0.237193368793125
31	0	7344162614	8	0	0.261401125100219
31	0	2160081135	9	0	0.326640652590996
31	0	7242984978	10	0	0.325663203813584
31	0	8154223073	11	0	0.399613253908877
31	0	4999505595	12	0	0.13648874534067
31	0	6942458542	13	0	0.317065947002596
31	0	2040361826	14	0	0.216727173269717
31	0	7072986361	15	0	0.238035350184187
31	0	7566373786	16	0	0.122985253339169
31	0	3480418783	17	0	0.135831487216639
31	0	9679681341	18	0	0.192674499308527
31	0	6927056824	19	0	0.249803841096929
31	0	4828454492	20	0	0.273566354527626
31	0	7158956461	21	0	0.251098767391602
31	0	8154241312	22	0	0.301047524403916
31	0	7566367542	23	0	0.108152989317069
31	0	5000109422	24	0	0.12538615308942
31	0	4832274230	25	0	0.308080592300509
31	0	7237265484	26	0	0.308302180210664
31	0	7088580473	27	0	0.33730397785989
31	0	2039550425	28	0	0.0951892658831028
31	0	2160854326	29	0	0.0920011943510848
31	0	7243263984	30	0	0.277122912936453
31	0	4838727398	31	0	0.383612645669684
31	0	4831668435	32	0	0.347765914851001
31	0	7566365974	33	0	0.215295812291029
31	0	8721187654	34	0	0.179466456643824
31	0	7088680333	35	0	0.290314042222604
31	0	2160894692	36	0	0.0795002589909186
31	0	3790376332	37	0	0.234234502373104
31	0	383998218	38	0	0.296137574287758
31	0	7073107987	39	0	0.120797486061442
31	0	2039619213	40	0	0.0984795822466289
31	0	8491587762	41	0	0.335014932760577
31	0	2059645277	42	0	0.0764171046073289
31	0	2035202961	43	0	0.0758219557899449
31	0	9939260726	44	0	0.0705338026635669
31	0	8154240736	45	0	0.195688986936395
31	0	2040408192	46	0	0.0722238508988811
31	0	7088532729	47	0	0.264373566043006
31	0	7566382398	48	0	0.0724423179416078
31	0	4378220810	49	0	0.137693332494204
32	0	9138984031	0	0	0.703468372704951
32	0	2486844702	1	0	0.275118231222997
32	0	3100440735	2	0	0.596357970588788
32	0	8395563247	3	0	0.653215063656074
32	0	1408920593	4	0	0.541421568553726
32	0	2338950724	5	0	0.508818487991562
32	0	10543692463	6	0	0.427108544903354
32	0	2806483191	7	0	0.666082811122934
32	0	4911557420	8	0	0.309815214467364
32	0	3548531394	9	0	0.512605259565025
32	0	2874145480	10	0	0.641743329046668
32	0	6194556574	11	0	0.530941026007548
32	0	89642364	12	0	0.641061513703979
32	0	2686889852	13	0	0.693277520241284
32	0	3548070785	14	0	0.4756339838974
32	0	2954238899	15	0	0.368772143862698
32	0	7157205379	16	0	0.492543029428117
32	0	8094217695	17	0	0.467915663445519
32	0	5109451037	18	0	0.520930484004565
32	0	3234918648	19	0	0.503381931325917
32	0	3766109460	20	0	0.255209685868009
32	0	2796221373	21	0	0.362267133155977
32	0	4038454324	22	0	0.549406870363153
32	0	8501671738	23	0	0.555590130743431
32	0	8401432957	24	0	0.446041837019271
32	0	6213684372	25	0	0.366159966212732
32	0	11915562355	26	0	0.539060751719743
32	0	3933761060	27	0	0.637514147573528
32	0	3114752954	28	0	0.627984648092964
32	0	3429190041	29	0	0.319228575596486
32	0	5110062272	30	0	0.329848986373012
32	0	4558432875	31	0	0.526310162432976
